3760 8617
1996 1092 495655420
1760 1557 859176176
2233 2533 645954035
3469 1833 365330587
2475 131 359995716
1353 1432 941040946
2348 3496 416853532
2672 1969 872247700
318 3418 774996741
3556 1083 93446491
2599 2560 745533954
2345 2769 798566778
565 1368 854498311
3725 1763 543340413
1335 2853 763668718
1537 2849 580324063
314 2913 558981842
682 2990 443884168
2838 707 699522533
1920 3480 849625794
2552 852 393789797
1476 244 730776975
1322 1768 223545826
2236 2428 524149287
837 1986 33963707
2711 1043 250611678
718 1624 546898370
1332 3679 747589530
1432 377 792606258
1880 1710 841967373
1988 3326 418014093
1763 2268 488009581
2318 28 818769088
252 1898 507015651
2996 1784 543716769
3363 590 579099562
2561 1323 658040202
115 1002 466050601
3505 3396 343766994
2512 3322 874079427
2434 2373 92792228
1153 2151 497672650
265 31 957737989
301 2015 117814822
2080 1812 847263931
1143 1299 58303503
3523 2933 301088501
2332 2977 247225259
1967 1547 16946083
351 119 79466048
881 2374 289310513
613 3517 664456290
338 827 83718802
2319 1884 324488746
438 973 140480636
455 2823 194877066
1803 2512 651010475
951 3058 776789767
3248 1822 252520148
491 3094 627264514
1745 2223 793259761
1927 2682 898486094
110 3142 55026049
2148 1210 753977384
2203 14 255441620
2557 2310 902928595
2499 2102 378938194
2404 1117 523895590
3642 1933 217192420
2362 2335 162004084
1007 81 481785457
109 3748 691329726
2049 1446 653886318
3225 1010 486194512
419 3559 801627662
481 3197 197301667
3612 160 688545912
2400 534 757185894
454 1278 534109694
2288 153 589527415
865 1714 524755887
2331 1624 112784580
478 2441 18616828
1942 1065 677312239
1372 498 74505298
2236 1172 656061550
2784 3601 197555818
1432 2035 697850696
516 271 96508919
2533 167 945118389
3145 2869 104923970
181 3332 548394881
1380 919 103911517
2862 1457 945887105
164 2305 805579823
852 2450 199521972
2347 754 804053805
1850 1138 884193790
816 1456 56281972
3235 392 992177107
2766 3567 945226025
483 526 44707730
2991 514 651097203
1325 1701 439675045
401 2551 128507834
2523 1255 626953038
2598 2258 203139300
2611 3042 32954342
3007 2516 865583124
1339 3629 617195692
1951 1912 692805407
2633 876 755774612
958 264 931460137
837 1226 609169684
1358 2845 389817753
2546 1887 156605090
3213 135 382710487
1691 1760 431621003
1229 2783 537315363
2293 2790 117309850
2761 896 640753852
945 7 603966590
2993 3619 970317112
3639 159 512649807
1787 2863 233730431
1781 552 195120698
983 968 671772185
3471 157 687138604
3628 817 349240671
356 543 55142370
1188 1494 242102013
388 1220 822821442
990 3565 985318263
1242 57 663907771
3493 2671 837571850
1834 726 914060114
685 2404 708171499
2436 1684 186645181
2665 1979 900308575
2211 2911 246651835
3645 3245 768126736
3359 1717 800960842
3628 3396 702775015
2073 3477 751608075
769 3076 870823370
403 1579 871492201
3362 3712 201529192
2813 1656 915120094
3362 1861 682977280
98 947 775831278
3112 3180 760563557
2792 459 286903855
2511 1278 513287468
2980 1348 280573980
2250 630 949371524
3003 3212 229832851
1093 3469 294881010
1245 357 330565516
992 637 74175947
160 1561 175553892
2473 1712 236069071
2181 714 232613013
243 3544 829418866
3300 1236 403918054
1206 221 164269935
2091 3153 32781946
1055 3030 96078282
1196 1012 993809445
3455 3731 776524087
1865 1091 147590624
1214 298 234994296
64 2374 580203827
2 1999 780315841
1384 2578 881529891
245 774 195573563
2958 2218 43079061
2463 2591 607940685
2076 1556 64186647
2923 669 149857117
1337 1858 461833556
2513 1648 640915844
2319 569 448075699
232 536 451691538
727 85 380330465
1706 3440 820857431
2898 196 483358366
2149 2470 400602537
1290 319 528395480
1141 1665 752007761
597 2658 390510239
1328 100 492648889
2121 2346 894145597
1380 1803 351719674
2974 3442 842934444
83 3392 635315668
2246 1237 586393171
2863 1674 746433863
2183 1044 721196442
1979 3416 520562727
2834 1418 613549491
3652 1756 362855544
1547 597 204926360
1750 1515 137654818
2528 1418 284647929
3322 2972 848592151
2496 2324 479683580
1084 2388 269767650
1140 2948 55354027
134 1305 76359357
2359 339 625484912
1345 1011 612970394
1336 3248 527186619
3725 1717 728865263
1191 3366 427062743
1909 1471 136186269
2754 848 871453159
2626 3083 326978493
3624 435 406108803
1788 2131 566912865
3464 137 619521154
283 1074 904939461
3295 3336 844528376
3602 1672 616941923
211 2587 883882904
3405 151 452661317
3438 3373 541748697
484 501 753654988
436 3314 67458244
695 1083 767027446
2703 2570 832660964
219 640 470070138
2394 47 915293227
130 3712 188542436
1475 3496 412365612
723 3323 461428351
1468 3006 469398111
2810 1166 649890880
1482 2705 426749109
278 3161 836042576
2963 2474 788729865
3113 2569 844673386
1571 2907 647834679
476 732 227570620
2113 1725 838319211
315 2316 688781595
64 1327 511030930
2836 3667 95985549
2125 924 779878022
579 3061 83543475
3023 1230 513633155
2567 581 648339613
545 338 309915944
23 1968 30158091
3342 620 495190776
941 3549 347545848
3325 3513 774049007
2196 108 826939066
3388 2065 224538915
1920 1502 10542420
552 3643 702278315
750 1665 506777391
3260 3416 350674778
827 1591 896509471
1781 3515 51058512
1970 1945 113880364
552 814 880004596
307 585 566898707
2177 1896 193722656
631 1012 823123684
1134 2466 852616064
2195 3700 373700523
1150 518 82443012
2585 3641 866851371
3347 2490 93084739
41 961 787169151
2933 2493 690391586
1910 1791 415874223
1480 3479 584188238
1778 2410 705710166
2072 2147 827409312
1828 166 934556856
1550 1171 452986378
1022 3225 135906942
1987 2179 695987819
1997 2575 650812259
1728 2193 45036820
724 1793 670264106
2637 1859 273081574
2862 91 767425190
3752 1938 398620553
1306 32 137162778
3427 484 66140463
3373 32 711440553
2666 673 5298375
258 781 738346237
354 690 564009277
3559 647 427038338
3073 759 612786276
1443 919 254859088
935 2470 497098525
1179 196 905169173
3352 2538 243069841
2559 2423 268454109
1274 1184 777686279
974 3252 471269380
1473 414 318260653
2526 2834 713950186
1905 1515 487013781
514 3262 602318606
2917 2053 609792816
651 3395 554223864
979 3319 317588921
2449 1467 396636909
911 3197 95182459
116 3273 247457806
2015 1688 312810393
3657 2322 698718620
3020 331 698354304
1347 3327 122963369
2035 955 335107126
2566 3203 299655162
573 1230 673162694
1519 1336 5896556
1571 1901 974977237
3691 3544 973686102
2827 1467 42476203
915 470 76454619
2438 2434 169366199
863 3597 275966427
1196 1992 192657503
781 3505 210138827
2117 1639 99023621
2028 2341 196894213
3131 610 792996802
896 1542 473694614
635 2217 369949390
2346 1977 773514081
826 183 837906672
383 343 150577209
2260 1127 493784827
1433 2728 4159685
1930 557 245531612
2401 2616 349043116
2635 412 151770374
3418 63 619638778
1937 2835 891903577
3315 3546 510366131
1030 2848 272855047
1580 873 700540313
3456 2639 660530069
2103 3142 849346102
2923 3190 458672890
1071 601 815065496
1733 2278 712191842
2482 1262 677565728
1093 244 121090478
692 3375 970366030
2535 1188 925364032
428 1110 843470539
552 1039 71574678
1991 1111 552307070
1418 1347 631592961
579 46 458166401
941 3558 364612945
458 1967 532317092
470 1980 169545743
3001 3126 105171306
1012 1834 353276715
804 381 114261858
3321 1606 322443197
1108 2121 640744329
1034 1373 55396227
1417 1259 178985618
3413 3049 676171978
1995 2829 738096112
283 1952 556263807
1934 3634 197187623
1059 2461 317031852
8 2663 144252089
3702 3253 54292268
2361 152 194169781
3488 1746 541716691
1595 3572 149231970
2549 1776 432861136
1157 910 268359856
903 1652 19475624
2106 3688 614116205
2239 681 94050910
3432 2286 384630698
1074 3333 22643755
533 600 196157300
2502 233 983083119
934 914 750510726
1917 534 957173031
2690 556 81285138
3080 301 722578533
3146 1572 222723504
2690 3410 267916977
316 2278 561488246
3402 2809 275467331
2723 2236 947099793
712 1360 165236041
3535 3540 698216341
3391 654 494945816
200 3302 633873708
1722 2038 745880575
231 797 165303088
1497 1979 588412161
86 138 66946983
163 2496 612241050
3333 3222 368136343
3460 2523 853960403
1603 199 667705140
1572 1983 342581856
1825 617 487667202
3347 1260 851416588
1040 219 946786531
2762 3680 809619428
1021 1755 699577288
2520 2391 890998488
3085 3458 353923982
2299 3142 77572237
50 2297 572361028
3713 429 165421396
3707 2125 27418420
2680 1311 474871329
472 3643 752770501
804 1342 100174614
1732 1731 31443496
1243 1146 714315927
46 3067 44370166
3708 139 526907631
755 3716 645823495
2358 2858 615030161
2657 3199 715929587
2384 242 559196760
767 406 53302431
3452 3170 605967863
3561 3438 320950812
3114 362 165235352
1981 3363 849125835
1748 1248 881215420
3326 2368 962701118
853 2292 354878889
1264 342 744229432
3502 227 61023005
3637 3141 977720721
2864 1590 470957818
343 2508 896005659
2194 1668 418882710
1661 3472 669993677
3719 2593 11673674
1029 1662 278991498
3036 290 711206260
1895 791 519856012
1178 1169 878603660
1890 2537 499200466
2236 2693 641356548
1239 3348 900546307
1941 1763 87127068
2837 3340 812566116
2515 2422 237069792
297 2745 987049119
1654 2071 143939006
2721 770 725314733
2911 2932 181275714
727 132 772944524
3210 3082 616957063
481 2260 895197798
3422 1311 697760376
2632 709 274596122
1391 1430 689031324
3024 905 59174908
2201 2724 215875205
2593 1068 693096460
2751 949 422861152
1040 1753 763537541
1332 1364 676646937
1040 799 436304874
3478 3098 946115268
3716 1710 509179006
2817 2722 600685732
1146 150 576031675
3146 2117 934350686
391 2130 565069509
3173 2818 701967441
2650 3658 169755323
1646 1932 181180350
1712 976 773432692
1451 265 53566143
202 2328 326258727
2267 3708 865221702
1103 2667 538603991
3449 3106 670582215
2063 1654 871493451
316 2648 249094774
1641 992 423856082
3602 49 853397478
2572 1716 10962901
3545 324 661562169
2982 528 934945445
1213 102 269499361
3236 189 162489873
1328 2226 757320236
763 3527 470668121
1537 925 246759915
3190 3445 421007133
2139 2303 101182170
107 2210 731241791
1126 3334 934143414
2104 265 969076279
2702 3283 667300177
1609 3517 439541425
3443 2147 940383537
2994 2296 131971610
391 1321 899773131
1451 331 114944842
891 2546 281215204
1986 1514 963516465
946 977 443754723
2448 1639 679113385
2678 2790 199560542
2196 2750 488390207
1098 2477 315946106
1690 2958 231846211
1080 2998 717517739
1307 3325 725788133
2106 696 469588014
308 3346 472138834
3717 462 645180390
2907 11 223577147
3100 1382 257582320
3259 548 550555525
3693 1141 803300848
3344 868 765117761
1596 3633 482416241
3654 2422 591277118
1372 1464 84010560
204 516 530079652
3306 86 88350293
2055 3084 685054217
1920 2375 149812082
1770 1104 203295888
2534 1490 242968743
1366 1996 112904899
719 2396 508605741
1449 2318 910953016
617 3179 31763403
1441 633 768709645
2442 1194 266984005
3617 3157 420103297
2498 3074 158840843
2439 3164 968753005
2920 433 708022072
792 2537 458947782
2489 3269 522489013
3429 865 901374105
2246 246 587818718
316 1279 314400491
2030 2941 42475380
1509 2270 348763487
1107 3162 346362605
790 3598 152426761
3171 3469 335496587
2865 1554 282520275
3358 1437 309421432
1638 3341 581319586
2680 519 207255042
2673 2758 812705552
1150 1888 502796818
3020 1385 158669679
891 3231 298785712
3367 2818 259522648
1828 742 421255455
3144 1447 597149376
3705 2964 166280827
3284 2686 686073473
372 444 228856860
322 3368 169861321
3189 1828 912723170
3507 1745 845821133
2426 880 421504975
2715 2049 573731661
2604 3151 327947602
3087 1903 174143273
3404 1761 883345977
460 967 482307177
1443 1525 485715514
1573 1521 386008649
1835 1065 73237163
1178 3611 373159562
1877 3391 168441850
2235 920 546516412
3730 2019 848564976
910 3551 852952682
2695 2221 357673040
1786 2204 184582265
612 3028 337000613
3599 905 836027629
620 2838 376880599
1587 3385 389182299
2864 74 987622267
2124 3120 841895809
1274 1924 339633703
862 2232 254881135
2441 935 57206678
1160 3376 876707134
610 978 800378261
2477 884 360682286
718 1754 325387314
1765 2354 611792570
856 1955 455092325
2495 2914 824351530
2336 2817 895328576
2955 3378 436285338
2194 3445 876042260
3609 3631 372616198
2045 3610 142900443
2216 1672 947937922
3074 135 929441781
1125 2583 880202864
1445 1209 286448591
2068 377 658874009
2787 1022 156426166
2759 2234 681124907
1508 1412 178861857
2367 1262 816011892
1762 2122 594996362
872 3679 309386992
576 2733 586642477
1067 1629 215687454
1467 874 785096616
2949 3079 546461491
2257 1346 297920805
1150 2493 90109114
2304 2498 496964346
2856 708 139496948
3517 1821 994207365
2322 744 891206204
1347 3083 396798939
3513 3574 287274296
1054 1719 611947842
2543 2805 524504740
32 3476 425494375
3528 3134 695110573
2537 1829 837917101
3165 2945 539813763
1619 232 646091528
379 2356 240860578
3442 3476 343197274
2196 2816 738877509
1368 576 331779095
726 3756 484833730
963 3542 951655664
1432 2621 749813577
2665 2488 669547552
169 1047 793876762
1062 828 687742245
1304 2274 237960987
3441 699 336770483
490 3425 699789024
1363 504 549793412
379 137 316040172
1540 2187 808033394
828 2631 84212356
2173 3346 498140169
2791 683 411767152
3591 3323 977197578
1425 700 413130942
40 2542 919444038
157 566 415342353
776 3615 233302593
3697 3008 608152164
59 1524 75772566
3524 3674 375019335
1938 1035 534393124
1648 2042 845044362
2881 971 471833438
88 3167 744920668
1751 2004 236701934
508 2337 262580930
3399 2960 789081314
2322 2354 582642698
2281 2902 566622924
22 3001 218448678
3387 2703 936878316
3339 2767 284468597
2036 2315 739428989
1759 614 172403423
2694 636 299492244
3017 2312 814589422
3113 1487 235731122
1547 1835 437782410
864 2396 505354679
905 1148 509005697
229 3403 895816414
471 23 572335061
82 2973 539601524
1682 2635 583724960
2913 419 385022037
3716 3054 984210812
319 2583 235808780
1843 1462 126728427
561 2391 509980881
776 2710 687718171
1621 684 826100663
3349 3470 519521606
2026 599 644187567
297 1502 869795918
1647 2023 268226184
1186 2227 381808836
326 1777 965574115
2525 3684 239396274
1041 2760 37901184
2122 993 488940768
2077 1618 316312477
665 698 448907168
530 1458 413698627
3557 386 534135102
1266 1628 361093112
3461 1578 42899661
2316 1414 600399319
1655 1151 223928799
3045 638 478267165
1884 1263 413470191
1470 3666 452214133
1635 3707 388643230
1989 2798 868113897
3041 2874 905542249
2717 3430 441482918
2889 3719 936622672
3051 1871 123296260
3158 3004 213862337
2447 937 263245215
1495 1272 142841425
705 2986 798266348
1954 1614 290811726
2072 1626 536834056
525 3187 309339754
3649 520 986935301
3447 2928 575644524
673 342 643980838
1006 432 997695
246 2009 337891586
2200 155 977825481
2854 2660 595328184
1998 3260 118242263
1969 390 797019168
2809 1774 494805910
2209 2244 923742240
1106 2929 201575517
458 2152 929029682
555 798 406162094
910 378 881406606
1594 2314 296727377
244 1744 237925908
1473 3422 134259300
2387 1319 216127143
830 1990 252824821
3658 1249 477865618
868 2941 605236058
182 3336 653473641
748 275 873148823
1902 1530 926566204
3382 2074 603949276
2355 1920 689686344
1756 285 634489950
3383 2113 787796413
864 31 397766121
3114 1713 981568615
2100 1365 165177162
3356 2056 877930178
225 2680 624386923
2199 3022 735435462
1287 3152 702085086
924 3338 396899722
1922 712 414461979
991 3053 496644755
1453 2196 299941045
2655 2885 451898767
1531 1588 65010771
3519 2998 780207642
355 3313 676277462
1650 1815 899244934
1230 159 898857604
1595 1319 341639477
1746 664 650793543
1383 1213 803457809
2311 1732 281089069
3401 3336 742124768
2908 2554 766574946
2503 1733 611191178
236 861 92285610
1333 518 65730778
3010 3436 555604398
3727 3414 26241415
2836 2107 147564628
2032 64 407487593
1715 615 5748155
1154 3033 961917853
2149 3504 491175685
3656 1471 281682753
830 1802 839681158
3434 2182 115059950
3295 2268 764950097
3118 3447 677364913
1000 1227 320581067
470 2052 546387631
3172 941 259087461
2610 439 407136222
2263 1313 252893571
28 494 880878747
1614 2085 732155670
2053 1852 880180090
3183 913 278246087
1322 169 582371090
1441 132 87222578
977 1729 473988247
1251 1579 924182616
1515 1233 993631594
3721 513 834930602
2747 214 753693368
438 2727 534730850
540 500 789473004
2993 856 701940114
3751 3547 638795621
687 2798 407499431
2608 3483 894104495
2002 2285 489537760
1558 3606 323912215
3740 1082 389725003
13 1862 347246488
1785 372 875018315
1997 1978 158769285
77 3465 668351693
2579 1787 131208333
3169 653 780948471
877 1546 994384676
1291 1130 52831067
16 3707 599117655
1416 2849 781901094
1817 707 96726887
3123 1849 770412227
2616 759 321084674
1699 2557 400410619
3709 3182 610413503
2198 2366 704473356
1158 28 707312462
2435 1357 183639899
3486 3321 439910066
66 1893 942456899
2684 806 939944295
616 1637 14124696
3188 2303 461967147
2587 49 823021418
2505 589 492906701
2401 2218 421206956
3733 668 519658340
3321 3542 247399688
1971 1419 761417291
3325 3234 986253334
3134 240 348849655
2657 2445 297234183
3743 538 794069920
3636 277 762974602
1504 1112 914117725
783 1067 709287300
3135 1650 453964726
2861 897 926960955
132 52 948072837
1917 1873 6548870
3527 2667 209820997
364 3746 122559551
2228 2058 290809101
1542 3675 49720117
1505 2998 491602462
2101 749 459593151
1687 522 693139539
3441 3488 310196554
353 1086 19926367
1812 2606 542864495
1907 611 864586429
813 901 191252836
3093 961 305450380
3349 2069 428874618
2677 720 894874151
3376 66 18940618
550 2256 108544692
3521 2597 224122574
3685 2986 360361019
2769 3715 135962869
180 1148 867216675
3353 3631 422324492
2713 1910 955024351
1538 1339 229007790
2366 3677 55421074
674 171 986935020
3103 1770 450175702
2019 295 900908290
114 1370 131206103
2919 409 776800083
3375 1580 636823499
2559 2940 584511287
60 1252 985142565
3740 1737 429480510
3172 2183 709291928
3068 3356 241258946
3187 2788 837491826
1857 2191 548768878
2953 2829 502304014
1600 1735 467577378
1354 1040 822861923
3227 1426 121352412
2782 3505 419105628
3591 726 459357329
1507 1010 94858453
2994 2577 304661387
3338 2660 870120089
157 678 65933
603 509 656589952
2203 126 580431730
3380 1245 491431611
265 2042 986612822
1899 460 845769432
3664 105 376654393
1767 3180 808618418
3373 606 79104905
2861 1871 622760710
458 2303 11290805
3385 2322 329500430
2212 3678 720383265
1048 3599 289450300
2102 2163 734197526
3211 2409 992038952
1299 2416 445498992
503 195 928409326
1520 399 594908290
2324 135 70091345
19 166 753743034
2660 116 182612401
1833 1188 365877469
2942 449 255064210
2768 311 258158010
964 2610 884036216
1328 3045 407135215
666 1709 396212423
3186 3094 640833189
671 1180 394354692
3069 220 242905816
254 2811 749047113
3560 889 402312964
1139 203 686643746
259 1655 255295997
1342 583 911905576
534 3478 3649177
2673 574 978539106
3711 2323 394414778
2112 615 280219584
878 1226 438310424
726 3164 704827696
1123 916 925602690
3629 3319 64084149
1295 3526 72868414
2389 1464 223904577
47 3715 4477781
913 745 713919549
1565 2768 593229453
2218 3256 222735728
76 2759 156593781
630 1028 609255560
3111 2941 121495324
965 1949 161633670
2700 2083 657948227
1677 2485 285891022
487 439 980439778
2610 1978 164355706
2785 1275 180445925
3437 2939 59749172
1470 1740 454379733
2393 965 734715124
245 1292 160139302
3144 2412 824867095
3176 3125 893090976
694 965 811020124
3139 735 176998221
1425 2368 480875262
2745 1205 992942643
288 3303 240608467
671 2033 731178102
2153 2816 778747905
1492 470 568811682
2353 2092 442856881
3304 3519 329306946
3401 2078 596055070
3250 25 346810324
1519 54 368919474
1625 3348 583136018
847 1589 373776718
3715 115 435506502
2094 1652 207194752
214 3351 483632358
1206 908 95852568
3306 3291 712514510
140 1279 791534829
1878 3178 532901922
3298 1029 215592353
3520 3388 495107628
1187 1753 181129532
1269 360 281972501
2396 413 846265343
120 1178 210679018
722 1977 908707125
2278 3495 490105515
2743 2541 116501373
1909 2437 722595823
2545 1704 676820369
2244 2181 689602470
3192 1676 405121581
817 161 526090048
3597 528 871995458
2840 2209 342838433
3401 2030 723388428
2091 1772 974684408
2355 2350 916888144
1295 3530 772008909
3018 288 741936757
2959 3424 566087128
2886 3510 902020238
1445 227 301645152
1820 3422 234311448
2620 1585 217521087
1699 2939 524807467
724 2779 840866672
1664 884 2073012
1223 1282 398428042
483 763 669447874
732 2853 266886515
2878 966 173604073
741 693 13065082
2471 910 173659331
1966 691 350172154
2276 3264 958937347
3590 777 840061663
614 2573 28902848
3191 3234 31362146
2611 1821 989247540
332 309 148544861
1467 218 345969494
3246 3314 974090168
376 300 476852614
1731 2523 174800989
2568 2020 247264301
3170 2001 154357499
1472 1648 515698380
32 1122 983958857
3597 270 198676544
2232 3539 426308874
3368 1172 100448250
2971 2353 64801774
3000 2104 972741900
650 3383 425164521
773 1500 566934084
2430 3397 133657965
3127 18 261288833
131 2528 460986260
593 1874 22502957
1287 228 17829942
371 2203 781221095
1355 2616 542452172
3113 2582 788181577
2600 2100 465645904
172 1731 525471325
3380 2944 641045818
2291 2474 133991148
2515 628 764223949
3189 1246 41665042
3131 1266 573841491
160 2287 170261355
1613 3244 299229808
3473 876 864346711
250 780 130389702
2067 517 334510953
2854 1124 611675750
1900 2788 741967781
2540 2435 601762644
3142 1522 928277454
1413 2808 520026527
2368 2290 168840403
1944 2768 633714074
2945 2745 6850627
1600 923 352359029
1945 3568 357401103
1117 1627 535428871
2003 2048 407075875
1896 277 613163114
2697 2889 125621027
2030 2730 681335958
2861 2247 944897984
2863 1429 663672382
2577 2959 953356136
20 1123 124404737
3476 508 658904407
548 3749 575222611
3683 2199 595345301
2054 960 935878415
3667 229 154882834
2605 2053 335876598
3603 3281 981791164
601 392 300336591
3478 2337 243863525
13 1302 438715500
3707 1652 350780263
2478 1645 166021004
1873 2668 554742935
3634 1088 148095927
911 3530 738413109
2854 3609 39105562
2516 2832 553695770
3074 462 23564191
1808 558 431022455
3281 2581 285958853
2119 1049 845972958
1214 1062 202210986
3535 1846 476448798
3475 1005 80469263
2126 1025 858578051
3639 264 712412512
1430 2269 690320128
2528 1065 708504774
2658 3299 484097807
1159 946 657121643
391 3676 88940069
1032 387 158302313
2445 2328 722015438
598 405 676418308
2855 2184 297046887
2891 3171 678325114
2599 725 828479321
1669 1829 421434766
488 1788 387013257
1891 80 812256230
3169 266 754169710
2547 299 429641561
793 3389 168181903
3160 783 916481927
1984 3075 76389412
1397 174 342291075
765 2720 126004543
1366 211 838758087
3465 3712 169731559
1449 969 717873396
2844 1090 938237142
1468 1767 163988025
625 2012 729615040
821 3095 167338279
3490 3231 398413001
2747 1118 955002607
1160 1418 743039303
3645 2441 25815406
1399 550 689883903
2995 1247 412080592
1592 3692 257816509
3346 3082 599586499
578 2344 267989878
2872 1227 659436231
2935 1541 641823752
3414 906 98529997
2917 920 125478312
2621 474 21256451
80 302 283823444
2176 961 961178118
244 2772 756897858
1848 3107 661871147
1109 325 592743399
1632 2465 671064566
2106 293 30164485
3275 147 117241888
1769 3067 64714353
1700 3502 886823470
712 989 883376578
1254 809 533470304
321 2916 822690277
490 3648 621732522
3222 408 424092679
1798 575 246020951
961 800 597765547
2174 206 883028126
3535 2797 241690465
346 2298 646414163
1656 763 141482842
1761 1037 349362446
197 1858 916233433
1787 882 204133892
675 120 558360280
2516 695 734119459
3203 3098 131637625
1514 2300 173557541
1189 946 41959711
736 1629 534135503
1433 170 88890422
2233 1041 218627363
3510 2492 74689
720 3239 434346599
1487 2561 794131050
2470 2709 103097207
2099 2287 556126996
1422 3412 828979904
2744 2262 568789778
2533 2748 569425473
3224 519 762784236
2454 1508 186127879
373 3570 745799471
3642 1517 839857190
2176 1356 296140678
2558 3435 961577594
2388 234 977079102
295 2017 155355443
1003 1959 138930846
2716 326 525014952
2576 1071 89191110
1207 490 843435970
1031 1150 352290859
1620 2501 369906704
2628 3479 782029348
573 872 874663657
488 2903 353049671
3725 865 609101113
41 3361 860798642
1325 259 379845067
3233 825 401970560
959 1032 314645967
2850 2144 496675730
573 3637 32068905
2228 3531 545805959
1301 2169 972379391
1938 393 107803139
1344 1117 77879708
3713 2276 772580798
814 3180 232408421
2794 3562 346100916
3200 2438 139943716
929 1634 194749313
1109 431 737010301
3515 767 862319733
1426 554 689707429
2056 345 224174593
1892 3301 973411819
1010 1437 86332228
1444 1660 443259560
2993 690 645925893
2118 1320 818658797
649 1997 270279158
1967 2151 650267211
2411 2507 951750143
1274 1547 150263411
73 1123 719351349
1787 2869 405573086
3296 1950 926381175
695 3717 508840567
2641 3166 101389338
2938 646 502387595
3650 1405 170865521
2596 1606 778421145
1444 1715 223757190
2898 584 716100533
2007 1182 3120557
165 1942 925443621
3656 3721 540512987
1159 3127 276231135
1272 2284 691073904
64 3443 118409705
3424 1017 103259670
134 1398 374672274
2658 1150 816649113
2651 79 990525973
3052 3189 901250926
796 77 507031925
1561 11 100606094
1627 1227 557336386
14 1824 426495563
2554 1882 618915787
773 784 783518652
1675 3532 857999272
1160 2268 139594732
1422 1579 101051751
388 2262 955211534
3241 2468 148892895
1217 2765 429513153
388 2722 575137589
1839 3569 639131763
486 258 619841303
1609 2947 541214416
1830 1031 687905407
3406 1489 752312119
2731 602 404560213
1384 1356 933634452
2758 3282 81802016
278 3719 506660910
668 1739 745692582
1920 1186 326881311
1826 3006 90810940
192 3225 791361273
1628 2743 502805315
3139 1369 725132233
2903 1931 380723321
3606 3534 206860376
1245 1761 670758080
1160 2363 830498516
3398 2894 113099562
1540 2420 330786716
2485 1201 490857217
2734 438 578165883
2629 3631 559013873
1134 1215 57483104
897 2136 219065414
985 1125 103090116
2296 3095 255388200
744 2219 618843010
2380 1408 232732892
2165 3120 315559318
2947 400 625276768
2343 938 430670590
1770 2902 304932912
299 1313 653187913
3569 859 338323573
1720 3020 110189482
1577 3301 909026975
1103 791 800644641
2161 1418 834642378
655 3378 197400317
606 1318 798870174
2645 699 808786802
1410 3339 836437428
2245 3275 502416125
149 2890 906838291
1737 2943 457779271
2302 3001 485577849
3685 871 666028919
3164 2582 674673888
2524 3299 74193057
242 1383 416746400
26 2757 121714185
1951 1253 30461811
255 2086 413257553
2153 909 594263
2374 3612 156631726
3020 1215 572769947
1424 967 935301035
1506 2860 948392917
2506 406 238737584
3407 1007 811444878
1614 3383 980295086
59 1013 665395167
1277 972 374307167
2733 1528 955682893
806 2854 227178800
2038 1386 30216478
2296 346 78177417
3512 338 333082252
1244 3142 509453215
1252 2092 45471233
2180 2501 512580866
2133 1856 144456630
2821 2988 210982146
2270 3202 619730253
2294 2317 924090887
2645 2651 410293225
1567 3032 468768617
2784 480 521215639
2043 3231 667601919
1271 1548 608802865
493 759 634698626
2784 852 771159493
254 1650 749182317
53 3299 64479542
508 1444 441714063
7 2396 455955947
151 1369 472776029
3323 3415 50308573
384 683 765042661
159 41 702829091
991 3306 880256498
1793 2293 728441283
54 3431 906889977
2401 3449 932857982
942 46 188207362
1169 1700 762617064
926 2322 950157049
3646 2566 459171373
2805 2316 824052520
1700 417 448044798
3297 1287 494426213
349 1374 436579568
1987 287 361813944
944 20 583163411
1257 2943 291782147
2642 1945 326889510
1463 1826 79076195
673 224 653543948
2813 3195 948598423
3098 1631 812350933
1732 2194 508293233
1359 438 630420209
2491 2888 267898879
2004 2346 890847792
355 2775 585142533
2618 1526 979080596
1709 1486 69684094
2940 3544 245382431
2273 2062 370923580
3477 2267 73695194
2399 220 323100122
1828 730 353624489
1798 1850 282055045
2121 3205 369301962
2970 2992 38371629
1418 3239 988176583
2670 357 901833712
2171 266 189862657
622 2776 989713940
1538 372 117002008
193 1002 647791696
3486 2471 740544872
3231 3049 628583234
2503 649 984442438
771 1077 334151743
284 1474 25063952
3253 2746 517151505
3434 3464 858595369
1642 372 117033886
2837 2491 808167142
1220 2569 134801421
2584 2099 529261430
3262 2176 253556084
966 2070 260921477
1998 998 345609799
2451 473 204847321
771 3757 818253172
1481 2754 748496921
1051 3043 932390039
3117 3601 976798391
1863 2625 450327898
1737 784 944089235
1740 3495 465794714
2164 2803 206549183
2027 3627 788203685
407 2796 990496293
1606 3721 685031717
3494 3560 105806860
1994 3269 246949208
305 1366 4692524
2693 512 569666589
206 798 859757722
259 1887 580846043
2723 3190 664345258
3113 3209 164658053
848 2495 343462248
996 663 900419420
3478 1518 2921286
3470 815 742470885
687 3474 421973759
2534 91 975200638
1060 103 462246279
2471 1744 102814663
2830 2014 684448035
356 2531 91635905
1326 174 579403195
241 3032 944945379
1366 891 234164236
3041 562 309230053
1941 24 205539055
1654 531 485921914
3204 2128 507705102
116 3712 122621329
1943 3364 207309872
282 251 369269968
